timestamp,hour,dam_lmp,rtm_lmp,date,note
2026-05-28 15:00:00,15,57.8,62.25,2026-05-28,[PROXY DATA]
2026-05-28 16:00:00,16,41.0,46.09,2026-05-28,[PROXY DATA]
2026-05-28 17:00:00,17,57.74,61.85,2026-05-28,[PROXY DATA]
2026-05-28 18:00:00,18,62.96,59.56,2026-05-28,[PROXY DATA]
2026-05-28 19:00:00,19,21.63,19.02,2026-05-28,[PROXY DATA]
2026-05-28 20:00:00,20,27.93,31.04,2026-05-28,[PROXY DATA]
2026-05-28 21:00:00,21,39.49,45.71,2026-05-28,[PROXY DATA]
2026-05-28 22:00:00,22,3.11,2.97,2026-05-28,[PROXY DATA]
2026-05-28 23:00:00,23,23.22,25.38,2026-05-28,[PROXY DATA]
2026-05-29 00:00:00,0,31.12,31.94,2026-05-29,[PROXY DATA]
2026-05-29 01:00:00,1,27.58,27.32,2026-05-29,[PROXY DATA]
2026-05-29 02:00:00,2,3.36,3.23,2026-05-29,[PROXY DATA]
2026-05-29 03:00:00,3,2.35,2.51,2026-05-29,[PROXY DATA]
2026-05-29 04:00:00,4,24.46,23.02,2026-05-29,[PROXY DATA]
2026-05-29 05:00:00,5,21.76,20.22,2026-05-29,[PROXY DATA]
2026-05-29 06:00:00,6,25.41,23.66,2026-05-29,[PROXY DATA]
2026-05-29 07:00:00,7,29.36,26.48,2026-05-29,[PROXY DATA]
2026-05-29 08:00:00,8,19.84,20.21,2026-05-29,[PROXY DATA]
2026-05-29 09:00:00,9,33.59,29.23,2026-05-29,[PROXY DATA]
2026-05-29 10:00:00,10,25.92,26.85,2026-05-29,[PROXY DATA]
2026-05-29 11:00:00,11,13.83,17.55,2026-05-29,[PROXY DATA]
2026-05-29 12:00:00,12,44.79,37.62,2026-05-29,[PROXY DATA]
2026-05-29 13:00:00,13,28.09,28.08,2026-05-29,[PROXY DATA]
2026-05-29 14:00:00,14,8.1,9.35,2026-05-29,[PROXY DATA]
2026-05-29 15:00:00,15,47.08,52.64,2026-05-29,[PROXY DATA]
2026-05-29 16:00:00,16,38.7,52.38,2026-05-29,[PROXY DATA]
2026-05-29 17:00:00,17,71.05,64.49,2026-05-29,[PROXY DATA]
2026-05-29 18:00:00,18,67.1,58.27,2026-05-29,[PROXY DATA]
2026-05-29 19:00:00,19,26.55,28.72,2026-05-29,[PROXY DATA]
2026-05-29 20:00:00,20,36.76,43.68,2026-05-29,[PROXY DATA]
2026-05-29 21:00:00,21,28.75,26.03,2026-05-29,[PROXY DATA]
2026-05-29 22:00:00,22,32.26,33.98,2026-05-29,[PROXY DATA]
2026-05-29 23:00:00,23,43.76,40.54,2026-05-29,[PROXY DATA]
2026-05-30 00:00:00,0,19.46,15.93,2026-05-30,[PROXY DATA]
2026-05-30 01:00:00,1,5.52,5.6,2026-05-30,[PROXY DATA]
2026-05-30 02:00:00,2,3.89,4.67,2026-05-30,[PROXY DATA]
2026-05-30 03:00:00,3,4.77,4.18,2026-05-30,[PROXY DATA]
2026-05-30 04:00:00,4,13.63,13.99,2026-05-30,[PROXY DATA]
2026-05-30 05:00:00,5,18.65,19.18,2026-05-30,[PROXY DATA]
2026-05-30 06:00:00,6,21.24,20.55,2026-05-30,[PROXY DATA]
2026-05-30 07:00:00,7,30.09,20.86,2026-05-30,[PROXY DATA]
2026-05-30 08:00:00,8,22.56,23.33,2026-05-30,[PROXY DATA]
2026-05-30 09:00:00,9,42.08,35.81,2026-05-30,[PROXY DATA]
2026-05-30 10:00:00,10,14.74,16.65,2026-05-30,[PROXY DATA]
2026-05-30 11:00:00,11,50.56,53.55,2026-05-30,[PROXY DATA]
2026-05-30 12:00:00,12,25.43,25.16,2026-05-30,[PROXY DATA]
2026-05-30 13:00:00,13,7.63,8.28,2026-05-30,[PROXY DATA]
2026-05-30 14:00:00,14,5.07,4.27,2026-05-30,[PROXY DATA]
2026-05-30 15:00:00,15,37.15,41.58,2026-05-30,[PROXY DATA]
2026-05-30 16:00:00,16,37.64,38.76,2026-05-30,[PROXY DATA]
2026-05-30 17:00:00,17,57.85,55.57,2026-05-30,[PROXY DATA]
2026-05-30 18:00:00,18,48.24,38.56,2026-05-30,[PROXY DATA]
2026-05-30 19:00:00,19,28.25,24.64,2026-05-30,[PROXY DATA]
2026-05-30 20:00:00,20,10.0,11.78,2026-05-30,[PROXY DATA]
2026-05-30 21:00:00,21,0.86,0.75,2026-05-30,[PROXY DATA]
2026-05-30 22:00:00,22,12.56,12.37,2026-05-30,[PROXY DATA]
2026-05-30 23:00:00,23,27.08,22.11,2026-05-30,[PROXY DATA]
