timestamp,hour,dam_lmp,rtm_lmp,date,note
2025-12-27 03:00:00,3,15.14,13.18,2025-12-27,[PROXY DATA]
2025-12-27 04:00:00,4,11.64,12.55,2025-12-27,[PROXY DATA]
2025-12-27 05:00:00,5,27.1,30.48,2025-12-27,[PROXY DATA]
2025-12-27 06:00:00,6,36.69,34.42,2025-12-27,[PROXY DATA]
2025-12-27 07:00:00,7,38.54,34.6,2025-12-27,[PROXY DATA]
2025-12-27 08:00:00,8,20.33,16.65,2025-12-27,[PROXY DATA]
2025-12-27 09:00:00,9,29.73,29.68,2025-12-27,[PROXY DATA]
2025-12-27 10:00:00,10,28.3,23.9,2025-12-27,[PROXY DATA]
2025-12-27 11:00:00,11,36.03,33.7,2025-12-27,[PROXY DATA]
2025-12-27 12:00:00,12,18.57,16.78,2025-12-27,[PROXY DATA]
2025-12-27 13:00:00,13,22.09,7.87,2025-12-27,[PROXY DATA]
2025-12-27 14:00:00,14,11.04,12.46,2025-12-27,[PROXY DATA]
2025-12-27 15:00:00,15,28.21,21.73,2025-12-27,[PROXY DATA]
2025-12-27 16:00:00,16,64.47,61.36,2025-12-27,[PROXY DATA]
2025-12-27 17:00:00,17,83.15,84.65,2025-12-27,[PROXY DATA]
2025-12-27 18:00:00,18,56.9,51.98,2025-12-27,[PROXY DATA]
2025-12-27 19:00:00,19,51.56,60.8,2025-12-27,[PROXY DATA]
2025-12-27 20:00:00,20,31.7,31.76,2025-12-27,[PROXY DATA]
2025-12-27 21:00:00,21,18.1,18.69,2025-12-27,[PROXY DATA]
2025-12-27 22:00:00,22,28.66,40.14,2025-12-27,[PROXY DATA]
2025-12-27 23:00:00,23,41.26,39.43,2025-12-27,[PROXY DATA]
2025-12-28 00:00:00,0,29.97,30.8,2025-12-28,[PROXY DATA]
2025-12-28 01:00:00,1,38.54,34.34,2025-12-28,[PROXY DATA]
2025-12-28 02:00:00,2,-11.68,-12.78,2025-12-28,[PROXY DATA]
2025-12-28 03:00:00,3,29.62,26.04,2025-12-28,[PROXY DATA]
2025-12-28 04:00:00,4,20.8,23.85,2025-12-28,[PROXY DATA]
2025-12-28 05:00:00,5,16.17,13.76,2025-12-28,[PROXY DATA]
2025-12-28 06:00:00,6,25.42,22.87,2025-12-28,[PROXY DATA]
2025-12-28 07:00:00,7,3.51,3.71,2025-12-28,[PROXY DATA]
2025-12-28 08:00:00,8,27.76,25.83,2025-12-28,[PROXY DATA]
2025-12-28 09:00:00,9,37.73,48.58,2025-12-28,[PROXY DATA]
2025-12-28 10:00:00,10,42.05,39.0,2025-12-28,[PROXY DATA]
2025-12-28 11:00:00,11,18.1,17.08,2025-12-28,[PROXY DATA]
2025-12-28 12:00:00,12,14.62,13.8,2025-12-28,[PROXY DATA]
2025-12-28 13:00:00,13,18.3,18.12,2025-12-28,[PROXY DATA]
2025-12-28 14:00:00,14,35.3,35.46,2025-12-28,[PROXY DATA]
2025-12-28 15:00:00,15,46.51,48.24,2025-12-28,[PROXY DATA]
2025-12-28 16:00:00,16,48.36,48.57,2025-12-28,[PROXY DATA]
2025-12-28 17:00:00,17,73.04,69.11,2025-12-28,[PROXY DATA]
2025-12-28 18:00:00,18,58.92,64.32,2025-12-28,[PROXY DATA]
2025-12-28 19:00:00,19,51.14,52.69,2025-12-28,[PROXY DATA]
2025-12-28 20:00:00,20,18.94,14.42,2025-12-28,[PROXY DATA]
2025-12-28 21:00:00,21,21.91,22.7,2025-12-28,[PROXY DATA]
2025-12-28 22:00:00,22,19.61,18.71,2025-12-28,[PROXY DATA]
2025-12-28 23:00:00,23,5.24,5.27,2025-12-28,[PROXY DATA]
2025-12-29 00:00:00,0,41.55,41.4,2025-12-29,[PROXY DATA]
2025-12-29 01:00:00,1,27.83,31.34,2025-12-29,[PROXY DATA]
2025-12-29 02:00:00,2,24.76,24.09,2025-12-29,[PROXY DATA]
2025-12-29 03:00:00,3,21.88,21.83,2025-12-29,[PROXY DATA]
2025-12-29 04:00:00,4,7.72,7.19,2025-12-29,[PROXY DATA]
2025-12-29 05:00:00,5,19.65,23.11,2025-12-29,[PROXY DATA]
2025-12-29 06:00:00,6,26.29,24.99,2025-12-29,[PROXY DATA]
2025-12-29 07:00:00,7,24.57,17.71,2025-12-29,[PROXY DATA]
2025-12-29 08:00:00,8,36.06,33.07,2025-12-29,[PROXY DATA]
2025-12-29 09:00:00,9,46.65,60.53,2025-12-29,[PROXY DATA]
2025-12-29 10:00:00,10,53.03,52.53,2025-12-29,[PROXY DATA]
2025-12-29 11:00:00,11,32.49,27.83,2025-12-29,[PROXY DATA]
2025-12-29 12:00:00,12,33.49,36.9,2025-12-29,[PROXY DATA]
2025-12-29 13:00:00,13,29.51,28.22,2025-12-29,[PROXY DATA]
2025-12-29 14:00:00,14,7.37,8.19,2025-12-29,[PROXY DATA]
2025-12-29 15:00:00,15,52.88,52.65,2025-12-29,[PROXY DATA]
2025-12-29 16:00:00,16,69.12,72.31,2025-12-29,[PROXY DATA]
2025-12-29 17:00:00,17,113.16,104.08,2025-12-29,[PROXY DATA]
2025-12-29 18:00:00,18,69.89,67.61,2025-12-29,[PROXY DATA]
2025-12-29 19:00:00,19,53.02,46.71,2025-12-29,[PROXY DATA]
2025-12-29 20:00:00,20,33.78,36.71,2025-12-29,[PROXY DATA]
2025-12-29 21:00:00,21,18.28,17.41,2025-12-29,[PROXY DATA]
2025-12-29 22:00:00,22,44.11,52.84,2025-12-29,[PROXY DATA]
2025-12-29 23:00:00,23,37.52,41.13,2025-12-29,[PROXY DATA]
2025-12-30 00:00:00,0,47.49,49.24,2025-12-30,[PROXY DATA]
2025-12-30 01:00:00,1,13.79,13.16,2025-12-30,[PROXY DATA]
2025-12-30 02:00:00,2,41.53,35.79,2025-12-30,[PROXY DATA]
2025-12-30 03:00:00,3,7.88,7.54,2025-12-30,[PROXY DATA]
2025-12-30 04:00:00,4,31.74,30.2,2025-12-30,[PROXY DATA]
2025-12-30 05:00:00,5,50.99,44.79,2025-12-30,[PROXY DATA]
2025-12-30 06:00:00,6,18.51,20.61,2025-12-30,[PROXY DATA]
2025-12-30 07:00:00,7,27.4,24.42,2025-12-30,[PROXY DATA]
2025-12-30 08:00:00,8,39.2,34.34,2025-12-30,[PROXY DATA]
2025-12-30 09:00:00,9,35.76,29.82,2025-12-30,[PROXY DATA]
2025-12-30 10:00:00,10,11.79,11.34,2025-12-30,[PROXY DATA]
2025-12-30 11:00:00,11,31.22,39.67,2025-12-30,[PROXY DATA]
2025-12-30 12:00:00,12,17.65,20.12,2025-12-30,[PROXY DATA]
2025-12-30 13:00:00,13,36.08,35.63,2025-12-30,[PROXY DATA]
2025-12-30 14:00:00,14,19.37,20.35,2025-12-30,[PROXY DATA]
2025-12-30 15:00:00,15,71.8,79.93,2025-12-30,[PROXY DATA]
2025-12-30 16:00:00,16,59.0,66.47,2025-12-30,[PROXY DATA]
2025-12-30 17:00:00,17,79.74,76.48,2025-12-30,[PROXY DATA]
2025-12-30 18:00:00,18,81.96,123.17,2025-12-30,[PROXY DATA]
2025-12-30 19:00:00,19,34.63,34.42,2025-12-30,[PROXY DATA]
2025-12-30 20:00:00,20,36.93,38.13,2025-12-30,[PROXY DATA]
2025-12-30 21:00:00,21,47.99,48.44,2025-12-30,[PROXY DATA]
2025-12-30 22:00:00,22,11.11,11.35,2025-12-30,[PROXY DATA]
2025-12-30 23:00:00,23,30.72,24.97,2025-12-30,[PROXY DATA]
2025-12-31 00:00:00,0,41.12,34.25,2025-12-31,[PROXY DATA]
2025-12-31 01:00:00,1,34.08,39.4,2025-12-31,[PROXY DATA]
2025-12-31 02:00:00,2,9.86,9.29,2025-12-31,[PROXY DATA]
2025-12-31 03:00:00,3,8.85,8.05,2025-12-31,[PROXY DATA]
2025-12-31 04:00:00,4,30.96,34.87,2025-12-31,[PROXY DATA]
2025-12-31 05:00:00,5,28.26,33.3,2025-12-31,[PROXY DATA]
2025-12-31 06:00:00,6,33.41,34.63,2025-12-31,[PROXY DATA]
2025-12-31 07:00:00,7,38.36,39.53,2025-12-31,[PROXY DATA]
2025-12-31 08:00:00,8,29.84,29.47,2025-12-31,[PROXY DATA]
2025-12-31 09:00:00,9,44.59,37.66,2025-12-31,[PROXY DATA]
2025-12-31 10:00:00,10,33.92,38.74,2025-12-31,[PROXY DATA]
2025-12-31 11:00:00,11,21.83,20.65,2025-12-31,[PROXY DATA]
2025-12-31 12:00:00,12,52.79,61.37,2025-12-31,[PROXY DATA]
2025-12-31 13:00:00,13,36.09,44.36,2025-12-31,[PROXY DATA]
2025-12-31 14:00:00,14,16.1,17.14,2025-12-31,[PROXY DATA]
2025-12-31 15:00:00,15,61.08,55.75,2025-12-31,[PROXY DATA]
2025-12-31 16:00:00,16,56.7,49.17,2025-12-31,[PROXY DATA]
2025-12-31 17:00:00,17,93.05,96.75,2025-12-31,[PROXY DATA]
2025-12-31 18:00:00,18,86.1,63.91,2025-12-31,[PROXY DATA]
2025-12-31 19:00:00,19,39.55,37.16,2025-12-31,[PROXY DATA]
2025-12-31 20:00:00,20,45.76,42.38,2025-12-31,[PROXY DATA]
2025-12-31 21:00:00,21,37.25,37.15,2025-12-31,[PROXY DATA]
2025-12-31 22:00:00,22,40.26,45.53,2025-12-31,[PROXY DATA]
2025-12-31 23:00:00,23,51.26,50.77,2025-12-31,[PROXY DATA]
2026-01-01 00:00:00,0,35.06,37.43,2026-01-01,[PROXY DATA]
2026-01-01 01:00:00,1,15.66,23.23,2026-01-01,[PROXY DATA]
2026-01-01 02:00:00,2,14.03,15.15,2026-01-01,[PROXY DATA]
2026-01-01 03:00:00,3,14.91,21.03,2026-01-01,[PROXY DATA]
2026-01-01 04:00:00,4,23.77,21.72,2026-01-01,[PROXY DATA]
2026-01-01 05:00:00,5,28.79,35.05,2026-01-01,[PROXY DATA]
2026-01-01 06:00:00,6,33.72,35.72,2026-01-01,[PROXY DATA]
2026-01-01 07:00:00,7,44.13,43.0,2026-01-01,[PROXY DATA]
2026-01-01 08:00:00,8,38.16,35.77,2026-01-01,[PROXY DATA]
2026-01-01 09:00:00,9,59.24,50.27,2026-01-01,[PROXY DATA]
2026-01-01 10:00:00,10,27.22,22.81,2026-01-01,[PROXY DATA]
2026-01-01 11:00:00,11,63.04,60.97,2026-01-01,[PROXY DATA]
2026-01-01 12:00:00,12,37.91,52.31,2026-01-01,[PROXY DATA]
2026-01-01 13:00:00,13,20.11,16.93,2026-01-01,[PROXY DATA]
2026-01-01 14:00:00,14,17.55,18.31,2026-01-01,[PROXY DATA]
2026-01-01 15:00:00,15,58.99,38.29,2026-01-01,[PROXY DATA]
2026-01-01 16:00:00,16,65.72,73.07,2026-01-01,[PROXY DATA]
2026-01-01 17:00:00,17,92.17,90.11,2026-01-01,[PROXY DATA]
2026-01-01 18:00:00,18,77.88,84.53,2026-01-01,[PROXY DATA]
2026-01-01 19:00:00,19,48.53,43.62,2026-01-01,[PROXY DATA]
2026-01-01 20:00:00,20,24.04,25.68,2026-01-01,[PROXY DATA]
2026-01-01 21:00:00,21,14.12,21.35,2026-01-01,[PROXY DATA]
2026-01-01 22:00:00,22,25.04,25.38,2026-01-01,[PROXY DATA]
2026-01-01 23:00:00,23,38.78,46.39,2026-01-01,[PROXY DATA]
2026-01-02 00:00:00,0,40.57,49.87,2026-01-02,[PROXY DATA]
2026-01-02 01:00:00,1,9.75,9.31,2026-01-02,[PROXY DATA]
2026-01-02 02:00:00,2,26.78,27.25,2026-01-02,[PROXY DATA]
2026-01-02 03:00:00,3,29.32,33.62,2026-01-02,[PROXY DATA]
2026-01-02 04:00:00,4,14.09,13.25,2026-01-02,[PROXY DATA]
2026-01-02 05:00:00,5,26.54,24.49,2026-01-02,[PROXY DATA]
2026-01-02 06:00:00,6,31.1,30.55,2026-01-02,[PROXY DATA]
2026-01-02 07:00:00,7,20.48,14.41,2026-01-02,[PROXY DATA]
2026-01-02 08:00:00,8,42.29,34.06,2026-01-02,[PROXY DATA]
2026-01-02 09:00:00,9,48.53,47.75,2026-01-02,[PROXY DATA]
2026-01-02 10:00:00,10,43.4,44.7,2026-01-02,[PROXY DATA]
2026-01-02 11:00:00,11,43.05,42.2,2026-01-02,[PROXY DATA]
2026-01-02 12:00:00,12,13.87,14.64,2026-01-02,[PROXY DATA]
2026-01-02 13:00:00,13,19.15,19.49,2026-01-02,[PROXY DATA]
2026-01-02 14:00:00,14,36.58,31.09,2026-01-02,[PROXY DATA]
2026-01-02 15:00:00,15,59.37,54.46,2026-01-02,[PROXY DATA]
2026-01-02 16:00:00,16,74.58,82.71,2026-01-02,[PROXY DATA]
2026-01-02 17:00:00,17,129.83,104.56,2026-01-02,[PROXY DATA]
2026-01-02 18:00:00,18,79.05,81.55,2026-01-02,[PROXY DATA]
2026-01-02 19:00:00,19,63.03,54.36,2026-01-02,[PROXY DATA]
2026-01-02 20:00:00,20,45.65,67.85,2026-01-02,[PROXY DATA]
2026-01-02 21:00:00,21,40.12,35.25,2026-01-02,[PROXY DATA]
2026-01-02 22:00:00,22,26.62,30.13,2026-01-02,[PROXY DATA]
2026-01-02 23:00:00,23,37.61,36.52,2026-01-02,[PROXY DATA]
2026-01-03 00:00:00,0,21.13,21.95,2026-01-03,[PROXY DATA]
2026-01-03 01:00:00,1,16.92,19.33,2026-01-03,[PROXY DATA]
2026-01-03 02:00:00,2,13.94,10.33,2026-01-03,[PROXY DATA]
2026-01-03 03:00:00,3,20.74,23.78,2026-01-03,[PROXY DATA]
2026-01-03 04:00:00,4,47.54,49.66,2026-01-03,[PROXY DATA]
2026-01-03 05:00:00,5,-2.65,-3.63,2026-01-03,[PROXY DATA]
2026-01-03 06:00:00,6,32.56,27.15,2026-01-03,[PROXY DATA]
2026-01-03 07:00:00,7,8.01,6.76,2026-01-03,[PROXY DATA]
2026-01-03 08:00:00,8,24.74,24.33,2026-01-03,[PROXY DATA]
2026-01-03 09:00:00,9,46.51,49.2,2026-01-03,[PROXY DATA]
2026-01-03 10:00:00,10,25.09,25.76,2026-01-03,[PROXY DATA]
2026-01-03 11:00:00,11,11.39,8.85,2026-01-03,[PROXY DATA]
2026-01-03 12:00:00,12,15.74,15.35,2026-01-03,[PROXY DATA]
2026-01-03 13:00:00,13,32.48,32.49,2026-01-03,[PROXY DATA]
2026-01-03 14:00:00,14,15.56,18.37,2026-01-03,[PROXY DATA]
2026-01-03 15:00:00,15,45.16,55.65,2026-01-03,[PROXY DATA]
2026-01-03 16:00:00,16,55.27,52.32,2026-01-03,[PROXY DATA]
2026-01-03 17:00:00,17,59.06,46.99,2026-01-03,[PROXY DATA]
2026-01-03 18:00:00,18,83.49,73.16,2026-01-03,[PROXY DATA]
2026-01-03 19:00:00,19,47.13,43.55,2026-01-03,[PROXY DATA]
2026-01-03 20:00:00,20,3.06,2.75,2026-01-03,[PROXY DATA]
2026-01-03 21:00:00,21,28.08,19.41,2026-01-03,[PROXY DATA]
2026-01-03 22:00:00,22,16.38,17.75,2026-01-03,[PROXY DATA]
2026-01-03 23:00:00,23,33.03,28.98,2026-01-03,[PROXY DATA]
2026-01-04 00:00:00,0,20.89,19.62,2026-01-04,[PROXY DATA]
2026-01-04 01:00:00,1,18.38,17.81,2026-01-04,[PROXY DATA]
2026-01-04 02:00:00,2,25.82,24.67,2026-01-04,[PROXY DATA]
2026-01-04 03:00:00,3,30.15,32.41,2026-01-04,[PROXY DATA]
2026-01-04 04:00:00,4,5.36,5.99,2026-01-04,[PROXY DATA]
2026-01-04 05:00:00,5,15.75,16.52,2026-01-04,[PROXY DATA]
2026-01-04 06:00:00,6,18.62,18.93,2026-01-04,[PROXY DATA]
2026-01-04 07:00:00,7,19.52,17.0,2026-01-04,[PROXY DATA]
2026-01-04 08:00:00,8,51.59,58.99,2026-01-04,[PROXY DATA]
2026-01-04 09:00:00,9,38.3,28.15,2026-01-04,[PROXY DATA]
2026-01-04 10:00:00,10,9.19,8.91,2026-01-04,[PROXY DATA]
2026-01-04 11:00:00,11,35.33,36.62,2026-01-04,[PROXY DATA]
2026-01-04 12:00:00,12,49.79,50.92,2026-01-04,[PROXY DATA]
2026-01-04 13:00:00,13,36.71,35.75,2026-01-04,[PROXY DATA]
2026-01-04 14:00:00,14,6.09,6.01,2026-01-04,[PROXY DATA]
2026-01-04 15:00:00,15,36.75,40.18,2026-01-04,[PROXY DATA]
2026-01-04 16:00:00,16,69.92,58.29,2026-01-04,[PROXY DATA]
2026-01-04 17:00:00,17,58.39,60.41,2026-01-04,[PROXY DATA]
2026-01-04 18:00:00,18,63.09,58.89,2026-01-04,[PROXY DATA]
2026-01-04 19:00:00,19,48.82,49.55,2026-01-04,[PROXY DATA]
2026-01-04 20:00:00,20,16.24,18.05,2026-01-04,[PROXY DATA]
2026-01-04 21:00:00,21,25.13,21.91,2026-01-04,[PROXY DATA]
2026-01-04 22:00:00,22,-14.58,-6.96,2026-01-04,[PROXY DATA]
2026-01-04 23:00:00,23,10.51,11.46,2026-01-04,[PROXY DATA]
2026-01-05 00:00:00,0,34.97,32.6,2026-01-05,[PROXY DATA]
2026-01-05 01:00:00,1,9.73,9.05,2026-01-05,[PROXY DATA]
2026-01-05 02:00:00,2,44.29,51.15,2026-01-05,[PROXY DATA]
2026-01-05 03:00:00,3,7.54,5.79,2026-01-05,[PROXY DATA]
2026-01-05 04:00:00,4,19.42,15.57,2026-01-05,[PROXY DATA]
2026-01-05 05:00:00,5,26.27,24.63,2026-01-05,[PROXY DATA]
2026-01-05 06:00:00,6,47.7,45.61,2026-01-05,[PROXY DATA]
2026-01-05 07:00:00,7,16.97,15.52,2026-01-05,[PROXY DATA]
2026-01-05 08:00:00,8,51.96,55.25,2026-01-05,[PROXY DATA]
2026-01-05 09:00:00,9,41.92,36.39,2026-01-05,[PROXY DATA]
2026-01-05 10:00:00,10,18.62,22.09,2026-01-05,[PROXY DATA]
2026-01-05 11:00:00,11,35.95,40.03,2026-01-05,[PROXY DATA]
2026-01-05 12:00:00,12,32.79,31.49,2026-01-05,[PROXY DATA]
2026-01-05 13:00:00,13,23.2,23.51,2026-01-05,[PROXY DATA]
2026-01-05 14:00:00,14,31.24,28.57,2026-01-05,[PROXY DATA]
2026-01-05 15:00:00,15,48.58,41.16,2026-01-05,[PROXY DATA]
2026-01-05 16:00:00,16,69.76,78.72,2026-01-05,[PROXY DATA]
2026-01-05 17:00:00,17,91.55,87.93,2026-01-05,[PROXY DATA]
2026-01-05 18:00:00,18,91.23,84.67,2026-01-05,[PROXY DATA]
2026-01-05 19:00:00,19,34.55,33.69,2026-01-05,[PROXY DATA]
2026-01-05 20:00:00,20,59.8,67.96,2026-01-05,[PROXY DATA]
2026-01-05 21:00:00,21,8.87,8.67,2026-01-05,[PROXY DATA]
2026-01-05 22:00:00,22,28.58,28.11,2026-01-05,[PROXY DATA]
2026-01-05 23:00:00,23,35.56,34.69,2026-01-05,[PROXY DATA]
2026-01-06 00:00:00,0,41.37,53.88,2026-01-06,[PROXY DATA]
2026-01-06 01:00:00,1,17.23,17.16,2026-01-06,[PROXY DATA]
2026-01-06 02:00:00,2,22.2,25.41,2026-01-06,[PROXY DATA]
2026-01-06 03:00:00,3,18.78,20.98,2026-01-06,[PROXY DATA]
2026-01-06 04:00:00,4,17.63,18.42,2026-01-06,[PROXY DATA]
2026-01-06 05:00:00,5,34.9,35.92,2026-01-06,[PROXY DATA]
2026-01-06 06:00:00,6,34.68,41.2,2026-01-06,[PROXY DATA]
2026-01-06 07:00:00,7,25.89,26.68,2026-01-06,[PROXY DATA]
2026-01-06 08:00:00,8,48.8,49.52,2026-01-06,[PROXY DATA]
2026-01-06 09:00:00,9,45.49,68.4,2026-01-06,[PROXY DATA]
2026-01-06 10:00:00,10,40.15,43.59,2026-01-06,[PROXY DATA]
2026-01-06 11:00:00,11,37.96,41.88,2026-01-06,[PROXY DATA]
2026-01-06 12:00:00,12,20.45,18.68,2026-01-06,[PROXY DATA]
2026-01-06 13:00:00,13,23.68,24.38,2026-01-06,[PROXY DATA]
2026-01-06 14:00:00,14,39.37,49.72,2026-01-06,[PROXY DATA]
2026-01-06 15:00:00,15,60.52,94.78,2026-01-06,[PROXY DATA]
2026-01-06 16:00:00,16,68.15,73.28,2026-01-06,[PROXY DATA]
2026-01-06 17:00:00,17,85.01,93.91,2026-01-06,[PROXY DATA]
2026-01-06 18:00:00,18,87.53,84.52,2026-01-06,[PROXY DATA]
2026-01-06 19:00:00,19,42.3,34.71,2026-01-06,[PROXY DATA]
2026-01-06 20:00:00,20,40.77,37.58,2026-01-06,[PROXY DATA]
2026-01-06 21:00:00,21,29.87,32.33,2026-01-06,[PROXY DATA]
2026-01-06 22:00:00,22,27.79,24.19,2026-01-06,[PROXY DATA]
2026-01-06 23:00:00,23,41.69,45.83,2026-01-06,[PROXY DATA]
2026-01-07 00:00:00,0,47.9,47.65,2026-01-07,[PROXY DATA]
2026-01-07 01:00:00,1,34.46,34.85,2026-01-07,[PROXY DATA]
2026-01-07 02:00:00,2,40.37,45.91,2026-01-07,[PROXY DATA]
2026-01-07 03:00:00,3,24.95,31.18,2026-01-07,[PROXY DATA]
2026-01-07 04:00:00,4,32.88,36.57,2026-01-07,[PROXY DATA]
2026-01-07 05:00:00,5,20.98,14.05,2026-01-07,[PROXY DATA]
2026-01-07 06:00:00,6,34.29,38.8,2026-01-07,[PROXY DATA]
2026-01-07 07:00:00,7,32.64,26.63,2026-01-07,[PROXY DATA]
2026-01-07 08:00:00,8,39.16,28.31,2026-01-07,[PROXY DATA]
2026-01-07 09:00:00,9,48.94,57.52,2026-01-07,[PROXY DATA]
2026-01-07 10:00:00,10,20.58,23.73,2026-01-07,[PROXY DATA]
2026-01-07 11:00:00,11,55.51,35.8,2026-01-07,[PROXY DATA]
2026-01-07 12:00:00,12,18.33,17.05,2026-01-07,[PROXY DATA]
2026-01-07 13:00:00,13,15.83,14.64,2026-01-07,[PROXY DATA]
2026-01-07 14:00:00,14,44.3,40.91,2026-01-07,[PROXY DATA]
2026-01-07 15:00:00,15,62.7,57.46,2026-01-07,[PROXY DATA]
2026-01-07 16:00:00,16,75.89,72.16,2026-01-07,[PROXY DATA]
2026-01-07 17:00:00,17,91.14,100.84,2026-01-07,[PROXY DATA]
2026-01-07 18:00:00,18,72.05,79.58,2026-01-07,[PROXY DATA]
2026-01-07 19:00:00,19,38.63,44.95,2026-01-07,[PROXY DATA]
2026-01-07 20:00:00,20,35.11,37.15,2026-01-07,[PROXY DATA]
2026-01-07 21:00:00,21,24.17,25.04,2026-01-07,[PROXY DATA]
2026-01-07 22:00:00,22,42.1,41.76,2026-01-07,[PROXY DATA]
2026-01-07 23:00:00,23,26.74,28.82,2026-01-07,[PROXY DATA]
2026-01-08 00:00:00,0,28.09,27.6,2026-01-08,[PROXY DATA]
2026-01-08 01:00:00,1,20.84,14.19,2026-01-08,[PROXY DATA]
2026-01-08 02:00:00,2,29.66,32.57,2026-01-08,[PROXY DATA]
2026-01-08 03:00:00,3,17.94,18.25,2026-01-08,[PROXY DATA]
2026-01-08 04:00:00,4,14.83,15.07,2026-01-08,[PROXY DATA]
2026-01-08 05:00:00,5,27.62,29.14,2026-01-08,[PROXY DATA]
2026-01-08 06:00:00,6,33.34,34.1,2026-01-08,[PROXY DATA]
2026-01-08 07:00:00,7,28.12,24.03,2026-01-08,[PROXY DATA]
2026-01-08 08:00:00,8,32.35,29.21,2026-01-08,[PROXY DATA]
2026-01-08 09:00:00,9,44.58,50.21,2026-01-08,[PROXY DATA]
2026-01-08 10:00:00,10,13.02,13.94,2026-01-08,[PROXY DATA]
2026-01-08 11:00:00,11,13.51,11.04,2026-01-08,[PROXY DATA]
